아자, 48, 183
파파, 48, 188
다하, 55, 194
라파, 64, 190
라카, 82, 149
다사, 67, 162
가가, 46, 145
다바, 50, 194
아자, 40, 151
라라, 64, 176
아사, 69, 145
타다, 77, 166
가타, 94, 170
카하, 77, 154
아차, 41, 183
파가, 53, 195
라하, 67, 160
카하, 44, 151
다마, 94, 186
차타, 87, 185
카아, 81, 148
다나, 99, 179
다카, 88, 193
하가, 42, 169
마파, 61, 175
파하, 87, 176
나카, 51, 153
자아, 76, 141
차파, 55, 154
다사, 94, 154
카다, 99, 157
라아, 99, 165
사라, 99, 144
다사, 44, 198
다자, 66, 161
나라, 76, 178
다라, 91, 156
사파, 66, 156
마라, 98, 158
아바, 73, 167
가마, 87, 158
가바, 78, 143
바사, 76, 166
카아, 77, 184
차카, 99, 191
아가, 45, 148
파하, 72, 172
나가, 97, 165
사나, 52, 182
자아, 80, 164
파타, 73, 192
파바, 50, 150
사가, 45, 196
라다, 55, 193
자다, 59, 145
나다, 85, 159
바타, 55, 161
마마, 53, 187
사가, 58, 157
파다, 56, 155
아타, 78, 148
하차, 64, 165
가차, 94, 186
하카, 91, 141
마아, 68, 154
차자, 70, 178
파하, 79, 161
자자, 57, 173
나파, 99, 143
가마, 66, 158
나다, 50, 177
아하, 51, 196
나나, 76, 149
카나, 84, 181
자다, 87, 158
하차, 85, 164
타마, 79, 163
차카, 62, 163
차바, 59, 143
바사, 50, 173
타다, 89, 185
파사, 95, 196
라자, 83, 197
하자, 75, 167
가가, 73, 169
가하, 96, 174
바하, 45, 149
바차, 76, 143
다타, 96, 163
카아, 90, 146
라가, 95, 187
아자, 52, 155
다사, 59, 182
차가, 90, 185
파나, 66, 140
가아, 55, 192
아파, 48, 141
자가, 60, 164
아자, 59, 152
라타, 80, 172
타파, 50, 145
라차, 60, 184
하나, 72, 169
카마, 46, 148
파카, 70, 140
바하, 49, 166
카마, 52, 197
파다, 60, 190
차차, 92, 197
하나, 70, 185
바바, 42, 159
라타, 58, 198
바라, 52, 168
파나, 67, 190
자나, 42, 147
마차, 95, 184
차다, 61, 154
라가, 78, 174
파자, 59, 156
나사, 66, 168
카바, 59, 148
파나, 84, 148
하카, 68, 150
자파, 91, 191
카자, 69, 155
차하, 67, 142
다사, 78, 195
카바, 81, 162
사바, 47, 196
바하, 45, 174
카자, 78, 187
라차, 88, 163
파바, 99, 176
라마, 69, 175
마바, 45, 183
자사, 96, 153
다사, 88, 184
마타, 83, 174
나가, 40, 191
사사, 65, 181
다자, 41, 147
카나, 99, 154
사다, 85, 188
사하, 87, 148
타카, 52, 179
마타, 99, 159
마카, 67, 162
아카, 53, 164
나나, 56, 154
라차, 50, 153
마다, 54, 161
다카, 79, 145
다가, 69, 181
마사, 62, 195
하차, 60, 184
사자, 79, 174
가아, 49, 187
사카, 76, 194
타라, 43, 165
파차, 94, 144
다사, 44, 182
하마, 81, 163
사타, 96, 196
바마, 41, 178
하아, 44, 199
차라, 93, 188
다마, 98, 167
라타, 89, 158
가가, 63, 174
마파, 66, 166
카라, 86, 170
하파, 66, 179
타파, 89, 141
나마, 72, 193
카하, 70, 190
아아, 70, 147
하가, 54, 191
마라, 75, 173
자가, 48, 152
가파, 56, 149
아타, 52, 182
카사, 42, 193
파파, 41, 158
라다, 55, 166
카차, 82, 142
하다, 67, 161
바마, 85, 195
바사, 61, 176
라차, 62, 188
바가, 93, 186
라바, 42, 194
차차, 88, 199
나파, 45, 175
사아, 73, 154
라파, 97, 164
사라, 54, 140
바마, 60, 192
자파, 71, 159
카가, 98, 180
바라, 74, 183
차하, 65, 191
라사, 78, 190
다라, 90, 165
사사, 77, 151
다나, 52, 146
가라, 58, 148
나가, 58, 176
타라, 42, 186
카차, 77, 180
나나, 84, 141
사아, 68, 140
나카, 88, 191
파나, 62, 164
마아, 80, 169
파라, 74, 147
카파, 55, 180
바다, 87, 156
아아, 94, 163
바아, 69, 197
나마, 86, 140
다하, 82, 168
라차, 88, 146
다자, 88, 183
다파, 96, 197
타마, 95, 180
하차, 72, 149
라다, 75, 148
다하, 79, 182
자파, 47, 181
마하, 65, 188
사바, 77, 165
사마, 61, 160
자카, 81, 185
자마, 83, 143
자파, 58, 157
하마, 54, 194
나차, 79, 161
바아, 94, 158
하아, 65, 161
파하, 58, 182
바사, 62, 161
바다, 70, 173
카가, 76, 163
나카, 88, 194
파마, 44, 193
나하, 41, 175
차다, 90, 143
라자, 72, 189
가사, 69, 150
마라, 77, 197
가카, 45, 165
아자, 54, 197
차타, 93, 170
나다, 81, 169
카바, 46, 169
카바, 94, 179
라하, 79, 157
카라, 96, 173
마차, 45, 146
나차, 43, 194
파나, 77, 179
나차, 44, 186
바타, 41, 165
하나, 64, 188
바라, 74, 161
마사, 88, 146
자하, 96, 181
라마, 69, 197
가타, 46, 164
가자, 62, 163
다하, 67, 199
카가, 42, 172
타나, 54, 172
나하, 54, 151
파라, 58, 154
타타, 96, 161
나타, 55, 167
파아, 97, 182
라하, 43, 142
하자, 96, 149
바사, 94, 149
나파, 70, 169
차나, 87, 196
아나, 72, 178
사라, 78, 151
사차, 92, 148
파차, 63, 183
다카, 87, 151
타카, 98, 177
라자, 45, 180
하카, 65, 162
바사, 97, 148
파마, 74, 161
타타, 89, 182
카차, 84, 153
사자, 74, 191
가가, 73, 160
자파, 49, 197
타다, 82, 142
다다, 86, 144
아가, 45, 187
다자, 50, 152
마하, 77, 195
타파, 78, 148
하카, 40, 179
라라, 74, 181
바바, 56, 185
아다, 99, 157
사하, 74, 190
사타, 67, 186
차다, 63, 140
아마, 56, 171
라마, 43, 181
아다, 85, 192
파사, 67, 199
자사, 99, 195
마다, 61, 156
타하, 74, 189
하하, 42, 178
마아, 64, 159
마타, 96, 186
타사, 99, 189
자다, 68, 181
카아, 43, 166
하차, 47, 165
파마, 92, 193
타다, 42, 191
사사, 55, 185
바나, 92, 162
차차, 59, 164
라가, 71, 192
아가, 70, 183
바바, 66, 151
차가, 49, 168
타자, 63, 196
하파, 81, 140
파아, 77, 154
타마, 96, 161
나라, 97, 176
바가, 69, 159
나나, 59, 145
바마, 79, 142
카사, 62, 184
사자, 64, 199
사다, 40, 164
라파, 55, 165
가나, 88, 143
라차, 85, 190
카카, 54, 182
나카, 42, 178
타파, 63, 162
사다, 64, 170
가다, 97, 182
다파, 72, 189
나카, 47, 148
자자, 74, 163
라마, 95, 191
차다, 42, 150
가라, 78, 177
다바, 88, 162
라다, 67, 199
바다, 51, 189
사라, 91, 185
마바, 85, 140
카아, 52, 177
아다, 60, 157
자사, 55, 165
라차, 50, 188
타바, 70, 159
사타, 43, 160
아마, 74, 193
차사, 53, 185
바나, 57, 185
하사, 55, 168
타아, 67, 184
차바, 42, 150
라하, 82, 193
라자, 82, 178
마타, 66, 191
아가, 75, 170
라차, 72, 192
다사, 64, 182
가사, 82, 169
가다, 78, 143
카파, 47, 157
하카, 88, 194
자파, 95, 181
라파, 48, 182
하라, 87, 163
가하, 54, 156
하마, 44, 150
가카, 41, 169
사가, 85, 191
아카, 49, 163
가차, 99, 142
가아, 62, 158
라마, 81, 150
다차, 75, 184
나다, 40, 142
나타, 66, 149
바바, 52, 184
바차, 74, 151
타가, 64, 153
마타, 70, 171
자차, 72, 195
마라, 47, 146
타라, 61, 199
카하, 56, 152
하아, 59, 141
나라, 73, 185
가하, 52, 157
타파, 44, 162
다바, 58, 166
바하, 59, 158
아다, 45, 171
차사, 54, 146
아아, 77, 157
바나, 62, 142
마다, 45, 156
파카, 92, 197
라마, 40, 188
자타, 81, 194
다카, 88, 141
아자, 60, 158
차마, 43, 197
하사, 43, 193
하사, 76, 152
카차, 57, 150
다카, 56, 180
자하, 71, 171
라사, 91, 150
바사, 71, 175
카차, 62, 163
마사, 82, 182
타타, 47, 180
가자, 59, 196
사하, 83, 164
바마, 44, 162
파사, 82, 171
가파, 45, 199
자바, 76, 189
자가, 76, 159
다차, 84, 174
카라, 94, 194
다자, 82, 145
바가, 91, 168
자타, 60, 181
가차, 42, 160
하자, 85, 196
다파, 66, 193
차하, 44, 197
나다, 94, 183
파아, 73, 158
차차, 95, 187
나다, 80, 164
차카, 69, 153
다사, 51, 155
차나, 87, 186
나차, 82, 159
자자, 78, 153
자카, 98, 186
아다, 88, 160
라차, 78, 180
마가, 93, 150
파마, 50, 152
자하, 78, 193
사차, 88, 140
가라, 76, 167
바라, 81, 161
라마, 88, 173
아바, 57, 155
하타, 43, 192
카나, 48, 170
사파, 97, 173
라바, 59, 188
바다, 51, 156
나라, 93, 181
자라, 53, 177
나파, 62, 149
자라, 60, 190
파하, 50, 151
차자, 51, 192
파하, 95, 185
바타, 71, 162
마자, 76, 184
카차, 53, 150
마아, 40, 148
나바, 94, 189
나하, 47, 167
바나, 55, 169
나하, 52, 169
바사, 96, 145
자파, 58, 147
아타, 69, 147
파마, 99, 157
파자, 58, 197
차사, 94, 163
아카, 87, 140
타다, 61, 161
하차, 83, 141
자사, 79, 190
다카, 62, 155
다하, 91, 165
파라, 49, 199
사다, 62, 145
파가, 48, 175
나차, 92, 152
다다, 82, 167
파가, 51, 178
자사, 66, 192
마사, 97, 185
자라, 63, 183
자아, 79, 194
마나, 89, 158
타가, 99, 198
파다, 54, 172
다가, 88, 177
카타, 89, 192
다차, 83, 158
차가, 73, 186
차아, 40, 163
하카, 57, 178
가마, 88, 155
사차, 40, 147
라라, 87, 184
차아, 53, 167
타타, 97, 192
나타, 71, 140
라자, 58, 157
차라, 69, 149
라자, 53, 170
자카, 44, 163
마라, 65, 179
다마, 52, 176
하라, 74, 175
타가, 75, 178
카바, 79, 199
라나, 82, 182
라라, 97, 156
자파, 99, 145
파아, 83, 190
나마, 80, 198
바파, 81, 169
하하, 78, 195
자파, 64, 191
라나, 54, 152
나하, 42, 175
가자, 67, 166
아자, 99, 155
마가, 60, 192
파파, 42, 175
아타, 93, 193
가타, 62, 153
바라, 77, 152
아하, 41, 163
사바, 82, 175
하차, 72, 187
가가, 54, 141
마카, 60, 169
아차, 42, 154
하자, 60, 192
마자, 96, 159
파파, 80, 187
다가, 89, 158
차라, 63, 186
바라, 96, 184
자타, 78, 148
가마, 51, 144
다자, 84, 151
바차, 47, 169
나아, 56, 153
나마, 51, 149
카마, 65, 185
파나, 43, 181
타바, 80, 191
카바, 82, 165
아나, 69, 159
파바, 50, 144
라카, 72, 151
가파, 65, 178
타라, 53, 169
다나, 72, 183
라아, 98, 166
다하, 49, 189
차다, 57, 158
가가, 62, 189
마카, 54, 199
라사, 68, 152
마가, 96, 162
나아, 52, 165
바가, 94, 194
가나, 75, 186
카가, 46, 187
마카, 54, 160
카라, 43, 165
카나, 73, 155
자카, 82, 180
자타, 46, 179
다바, 46, 149
아마, 52, 179
자라, 78, 146
바나, 95, 167
카사, 69, 193
카차, 68, 179
아마, 40, 179
라타, 69, 180
하타, 46, 166
바파, 52, 153
가아, 61, 167
차라, 49, 143
마자, 61, 189
마자, 50, 184
라타, 67, 160
다파, 95, 151
다아, 62, 142
타하, 69, 160
차라, 50, 196
바차, 93, 165
아하, 88, 191
하자, 68, 185
사바, 63, 184
다다, 58, 161
사나, 91, 158
라다, 88, 150
나카, 47, 179
카바, 94, 175
바가, 66, 145
다카, 78, 195
다사, 95, 178
카마, 49, 159
가아, 73, 159
카차, 59, 154
아하, 48, 154
마아, 75, 153
차아, 41, 140
자라, 75, 152
파가, 84, 192
카다, 81, 187
카사, 89, 148
라자, 54, 180
나라, 98, 169
다다, 67, 191
자다, 54, 165
타바, 45, 155
가파, 90, 171
차차, 67, 156
파나, 65, 157
타가, 56, 160
다파, 88, 197
바하, 55, 199
하다, 51, 167
아차, 91, 149
타마, 62, 165
사마, 60, 194
카마, 79, 193
다라, 58, 151
자다, 89, 156
바파, 91, 161
파바, 90, 172
가라, 56, 174
다타, 71, 195
자사, 87, 183
아파, 66, 190
아파, 63, 197
사카, 44, 153
파마, 67, 149
가카, 98, 159
자타, 45, 165
라하, 71, 187
타아, 85, 197
나나, 54, 171
바파, 98, 182
라바, 42, 196
자라, 51, 180
하아, 89, 184
다하, 89, 164
가파, 42, 151
아사, 88, 157
차가, 53, 151
차마, 47, 193
타가, 65, 168
가라, 77, 193
타하, 47, 177
바하, 42, 179
가다, 84, 159
사마, 96, 182
마다, 84, 148
카파, 54, 169
나사, 40, 176
바하, 50, 148
나사, 64, 191
마자, 74, 153
나가, 70, 168
차가, 46, 145
차마, 87, 186
라타, 91, 176
하마, 73, 192
마자, 54, 173
나자, 48, 193
카다, 90, 156
자다, 80, 185
타차, 98, 171
바라, 51, 168
파파, 76, 179
차카, 73, 161
가카, 63, 196
가타, 54, 199
마자, 73, 196
라가, 86, 173
차라, 89, 165
차나, 47, 169
차아, 51, 141
다다, 79, 175
카라, 43, 194
나하, 92, 152
하마, 97, 143
타타, 99, 150
가바, 42, 141
라차, 84, 158
바하, 94, 162
라타, 91, 179
아아, 62, 171
바타, 47, 191
사라, 50, 140
파마, 63, 191
